Crakehill,Skip Bridge,Westwick,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,Skelton
0.134651739,0.124209384,0.112007299,0.105683837,0.1,0.102539683,0.128571429,0.140316287
0.1024961,0.105370889,0.101565141,0.131261101,0.138647343,0.232063492,0.197619048,0.104071952
0.104111223,0.106774185,0.103343124,0.131261101,0.107729469,0.102539683,0.1,0.107294231
0.109433789,0.11099417,0.105125407,0.1,0.1,0.1,0.1,0.111801821
0.10679086,0.104512758,0.104759921,0.1,0.1,0.1,0.1,0.107917085
0.115857575,0.117354433,0.110416359,0.102841918,0.1,0.1,0.1,0.119236464
0.149701753,0.134204084,0.13301416,0.119893428,0.103864734,0.102539683,0.126190476,0.256930374
0.186776177,0.281873249,0.19024501,0.188099467,0.242995169,0.313333333,0.176190476,0.326110359
0.162182252,0.179594155,0.148102293,0.11705151,0.103864734,0.186349206,0.154761905,0.221611319
0.124777462,0.115072815,0.108634076,0.102841918,0.1,0.143174603,0.104761905,0.120064536
0.174662751,0.200199389,0.157233,0.239253996,0.521256039,0.337460317,0.221428571,0.271943673
0.175763972,0.150235986,0.189784927,0.193783304,0.188888889,0.442857143,0.29047619,0.27768617
